"","sp_code","elevation","season","plant_group","species","shape_upd","symmetry","flower_pos","anther_pos","odour","brightness","colour","nectar_guides","size","tube_length","volume","concentration","sugar_amount","glucose","fructose","saccharose","d","shape_upd_num","symmetry_num","flower_pos_num","anther_pos_num","odour_num","brightness_num","nectar_guides_num","R","G","B","brown","green","orange","pink","purple","red","white","yellow"
"VERMYR_2250_DRY","VERMYR",2250,"DRY","Shrub","Gymnanthemum myrianthum","Tube","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",0.371,0.633,NA,NA,NA,NA,NA,NA,0.19341144964331,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"ACASTR_650_WET","ACASTR",650,"WET","Herb","Streptocarpus strigosus","Tube","Actinomorphic","All","Hidden","Weak-No","Vivid","Purple","Present",1.18438461538462,1.68284615384615,1.43092105263158,4.5625,0.0609791699561404,0.0374314812782835,0.0327422839560267,0.92982623476569,0.40484801404533,0,0,0,0,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"AFRSPP_650_WET","AFRSPP",650,"WET","Herb","Aframomum sp purple","Trumpet","Zygomorphic","Upright","Hidden","Weak-No","Vivid","Purple","Present",5.1243125,4.5085,9.54098945279866,15.355,2.29074008501316,0.349860404124969,0.31056638197741,0.33957321389762,0.154994325268357,0,1,0.5,0,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"ANESP1_650_WET","ANESP1",650,"WET","Herb","Aneilema sp 1","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.614,0,NA,NA,NA,NA,NA,NA,0.0278571930258369,1,1,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"BEGAMP_650_WET","BEGAMP",650,"WET","Epiphyte","Begonia ampla","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Present",2.622625,0,NA,NA,0.00030625,NA,NA,NA,0.0924517212195225,1,1,1,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"BEGMAC_650_WET","BEGMAC",650,"WET","Herb","Begonia macrocarpa","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Present",1.0421,0,NA,NA,0.000746666666666667,NA,NA,NA,0.0629305958898131,1,1,1,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"BEGMAN_650_WET","BEGMAN",650,"WET","Herb","Begonia mannii","Open","Zygomorphic","All","Exposed","Weak-No","Vivid","Red","Absent",1.5245,0,NA,NA,0.00459615384615385,0.471349795801069,0.523061968904813,0.00558823529411765,0.295206888884681,1,1,0,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"BEGSCU_650_WET","BEGSCU",650,"WET","Herb","Begonia scutifolia","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.16942857142857,0,NA,NA,0.00896923076923077,0.277946668982889,0.205105098584209,0.516948232432902,0,1,1,1,1,0,1,1,255,255,0,0,0,0,0,0,0,0,1
"BERRAC_650_WET","BERRAC",650,"WET","Shrub","Bertiera racemosa","Tube","Actinomorphic","Horizontal","Hidden","Weak-No","Vivid","White","Absent",0.655333333333333,2.07266666666667,2.73026315789474,18.4333333333333,0.62828920252193,0.451425691357304,0.307457139323934,0.241117169318762,0.161187139358799,0,0,1,0,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"CHASCI_650_WET","CHASCI",650,"WET","Shrub","Chazaliella sciadephora","Bell","Actinomorphic","All","Exposed","Weak-No","Drab","White","Absent",0.478714285714286,0.243571428571429,NA,NA,NA,NA,NA,NA,0.168653087744455,0,0,0,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"CHLCOM_650_WET","CHLCOM",650,"WET","Herb","Chlorophytum comosum","Stellate","Actinomorphic","All","Exposed","Weak-No","Drab","White","Absent",0.6308,0,NA,NA,0.0146571428571429,0.494618040958154,0.503431237106125,0.00195072193572185,0.0660416236756056,1,0,0,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"CLESIL_650_WET","CLESIL",650,"WET","Climber","Clerodendrum silvanum","Salverform","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.3895,1.2433,2.42804276315789,10.96,0.226295401234858,0.204357915056633,0.142315574211049,0.653326510732317,0.185782408258307,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"COSDIN_650_WET","COSDIN",650,"WET","Herb","Costus dinklagei","Tube","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Pink","Present",3.769,3.04,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,255,192,203,0,0,0,1,0,0,0,0
"COSENG_650_WET","COSENG",650,"WET","Herb","Paracostus englerianus","Tube","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","White","Present",2.248,3.99533333333333,4.11184210526316,1.15,0.0519790090460526,NA,NA,NA,0.0626622188196317,0,1,1,0,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"DISSP1_650_WET","DISSP1",650,"WET","Herb","Dischistocalyx sp 1","Tube","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Purple","Present",1.9894,2.4218,4.77974828375286,15.2434782608696,0.655031683312247,0.305426788066689,0.180396514683555,0.514176697249756,0.12878653801873,0,0,0.5,0,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"IMPHIA_650_WET","IMPHIA",650,"WET","Herb","Impatiens hians","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.95138888888889,3.57377777777778,7.40359082229383,16.6785714285714,1.61312530790537,0.0171988358770979,0.0293698735923644,0.953431290530538,0.465269915381153,0,1,1,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"IMPMAC_650_WET","IMPMAC",650,"WET","Herb","Impatiens macroptera","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Absent",2.6141,1.4807,3.09817077415762,22.8096153846154,0.754631156051416,0.0689023769761184,0.0490237665870517,0.88207385643683,0.116004348306735,0,1,1,1,0,1,0,255,192,203,0,0,0,1,0,0,0,0
"IMPNIA_650_WET","IMPNIA",650,"WET","Epiphyte","Impatiens niamniamensis","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407,0.0447454196981882,0,1,1,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"IXONEM_650_WET","IXONEM",650,"WET","Shrub","Ixora nematopoda","Salverform","Actinomorphic","Pendant","Exposed","Strong ","Vivid","White","Absent",2.465,0.5805,NA,NA,NA,NA,NA,NA,0.684399181084869,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"JUSLAX_650_WET","JUSLAX",650,"WET","Herb","Justicia laxa","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.8377,0.6152,3.23684210526316,16.12,0.549468154517544,0.569253092863858,0.427561568764078,0.00318533837206388,0.41521055334078,0,1,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"JUSTRI_650_WET","JUSTRI",650,"WET","Herb","Justicia tristis","Gullet","Zygomorphic","Upright","Exposed","Weak-No","Drab","Red","Absent",0.582,0.406666666666667,NA,NA,NA,NA,NA,NA,0.069399437220216,0,1,0.5,1,0,0,0,255,0,0,0,0,0,0,0,1,0,0
"LEEGUI_650_WET","LEEGUI",650,"WET","Shrub","Leea guineensis","Bell","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.575,0.3765,6.31578947368421,13.45,0.835819321546053,0.0702550461586606,0.116726646847129,0.813018306994211,0.165611091912266,0,0,0.5,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"NEPPOI_650_WET","NEPPOI",650,"WET","Herb","Nephthytis poissonii","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.17525,0,NA,NA,0.00243076923076923,NA,NA,NA,0.0473409614903865,1,0,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"PALBAR_650_WET","PALBAR",650,"WET","Herb","Palisota barteri","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.912285714285714,0,NA,NA,0.000891265154598488,0.290983606557377,0.245901639344262,0.463114754098361,0.0988311766461039,1,0,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"PHRKAM_650_WET","PHRKAM",650,"WET","Epiphyte","Phragmanthera kamerunensis","Tube","Zygomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.925,7.46,NA,NA,NA,NA,NA,NA,1,0,1,0.5,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"PLEDEC_650_WET","PLEDEC",650,"WET","Herb","Plectranthus decurrens","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Yellow","Absent",0.8742,0.6996,0.783208020050125,17.8692307692308,0.105834123750953,0.207520561528162,0.046920155626089,0.745559282845749,0.119752516673767,0,1,1,0,0,1,0,255,255,0,0,0,0,0,0,0,0,1
"PREKAM_650_WET","PREKAM",650,"WET","Epiphyte","Preussiella kamerunensis","Dish","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","Pink","Absent",2.02314285714286,0,2.76315789473684,23,0.280846554111842,NA,NA,NA,0.0447454196981882,1,0,0.5,0.5,0,1,0,255,192,203,0,0,0,1,0,0,0,0
"PSYGLO_650_WET","PSYGLO",650,"WET","Shrub","Psychotria globiceps","Open","Actinomorphic","Upright","Exposed","Weak-No","Drab","White","Absent",0.3675,0.176,NA,NA,NA,NA,NA,NA,0.0178953239201205,1,0,0.5,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"PSYLEP_650_WET","PSYLEP",650,"WET","Shrub","Psychotria leptophylla","Bell","Actinomorphic","Upright","Exposed","Weak-No","Drab","White","Absent",0.2982,0.1862,NA,NA,0.0931625,0.345579636475736,0.338192380815533,0.316227982708731,0.0426319197093573,0,0,0.5,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"PSYTHO_650_WET","PSYTHO",650,"WET","Shrub","Psychotria thonneri","Tube","Actinomorphic","Pendant","Exposed","Weak-No","Drab","White","Absent",0.5028,1.1736,1.18421052631579,4.46666666666667,0.0946043338580827,0.114278271490668,0.0777271805105332,0.807994547998799,0.0918067985581845,0,0,0,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"SOLTER_650_WET","SOLTER",650,"WET","Climber","Solanum terminale subsp inconstans","Stellate","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Purple","Absent",1.7255,0,NA,NA,0.000892857142857143,NA,NA,NA,0.32682609074354,1,0,0.5,1,0,1,0,160,32,240,0,0,0,0,1,0,0,0
"ACASTR_1100_WET","ACASTR",1100,"WET","Herb","Streptocarpus strigosus","Tube","Actinomorphic","All","Hidden","Weak-No","Vivid","Purple","Present",1.18438461538462,1.68284615384615,1.43092105263158,4.5625,0.0609791699561404,0.0374314812782835,0.0327422839560267,0.92982623476569,0.233609698453781,0,0,0,0,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"ANCDIF_1100_WET","ANCDIF",1100,"WET","Herb","Anchomanes difformis","Open","Actinomorphic","Horizontal","Exposed","Strong ","Drab","White","Absent",0.245777777777778,0,NA,NA,0.00399523809523809,0.144476557482338,0.243192035966602,0.61233140655106,0.641160382640536,1,0,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"BASALB_1100_WET","BASALB",1100,"WET","Climber","Basella alba","Urceolate","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",0.2262,0.5388,NA,NA,0.00837179487179487,0.0732261838456529,0.202386616460268,0.72438719969408,0.163863676215347,0,0,1,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"BEGAMP_1100_WET","BEGAMP",1100,"WET","Epiphyte","Begonia ampla","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Present",2.622625,0,NA,NA,0.00030625,NA,NA,NA,0.257355142973556,1,1,1,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"BEGMAN_1100_WET","BEGMAN",1100,"WET","Herb","Begonia mannii","Open","Zygomorphic","All","Exposed","Weak-No","Vivid","Red","Absent",1.5245,0,NA,NA,0.00459615384615385,0.471349795801069,0.523061968904813,0.00558823529411765,0.163125230952467,1,1,0,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"BEGOXY_1100_WET","BEGOXY",1100,"WET","Herb","Begonia oxyloba","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Present",1.1908,0,NA,NA,0.000967204301075269,NA,NA,NA,0.166314152280045,1,1,1,1,0,1,1,255,192,203,0,0,0,1,0,0,0,0
"BEGSCU_1100_WET","BEGSCU",1100,"WET","Herb","Begonia scutifolia","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.16942857142857,0,NA,NA,0.00896923076923077,0.277946668982889,0.205105098584209,0.516948232432902,0.514107329885015,1,1,1,1,0,1,1,255,255,0,0,0,0,0,0,0,0,1
"CALSYL_1100_WET","CALSYL",1100,"WET","Herb","Calanthe sylvatica","Funnel","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Purple","Absent",2.10577,2.2196,0.475328947368421,1.8,0.00572322838541667,NA,NA,NA,0.278799594394261,0,1,1,1,0,1,0,160,32,240,0,0,0,0,1,0,0,0
"COSDUB_1100_WET","COSDUB",1100,"WET","Herb","Costus dubius","Tube","Zygomorphic","Upright","Hidden","Strong ","Vivid","White","Present",3.1411,3.674,10.8728070175439,14.3166666666667,1.82266177427632,0.0758603325458263,0.152582181471493,0.771557485982681,0.374543395377255,0,1,0.5,0,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"CRAMON_1100_WET","CRAMON",1100,"WET","Herb","Crassocephalum montuosum","Tube","Actinomorphic","All","Exposed","Strong ","Vivid","Orange","Absent",0.6139,0.7089,NA,NA,0.00259007092198582,0.275172073442006,0.360266632222594,0.3645612943354,0.514879280183582,0,0,0,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"IMPETI_1100_WET","IMPETI",1100,"WET","Epiphyte","Impatiens etindensis","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Present",2.027,1.84814285714286,6.18894736842105,16.7,1.1515535225,0,0,0,0.280569561149073,0,1,1,1,0,1,1,255,0,0,0,0,0,0,0,1,0,0
"IMPFRI_1100_WET","IMPFRI",1100,"WET","Epiphyte","Impatiens frithii","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",1.6173,2.5836,5.27412280701754,16.12,0.957266116566986,0.072284790466165,0.078060888550441,0.849654320983394,0.20146665724389,0,1,1,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"IMPHIA_1100_WET","IMPHIA",1100,"WET","Herb","Impatiens hians","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.95138888888889,3.57377777777778,7.40359082229383,16.6785714285714,1.61312530790537,0.0171988358770979,0.0293698735923644,0.953431290530538,0.376577810049718,0,1,1,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"IMPMAC_1100_WET","IMPMAC",1100,"WET","Herb","Impatiens macroptera","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Absent",2.6141,1.4807,3.09817077415762,22.8096153846154,0.754631156051416,0.0689023769761184,0.0490237665870517,0.88207385643683,0.184025949801147,0,1,1,1,0,1,0,255,192,203,0,0,0,1,0,0,0,0
"IMPMAN_1100_WET","IMPMAN",1100,"WET","Herb","Impatiens mannii","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","White","Present",2.27125,1.0241,0.646929824561403,33.05,0.0521780470394737,0.209529361268593,0.150904873576115,0.639565765155292,0.385684705775428,0,1,1,0.5,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"IMPNIA_1100_WET","IMPNIA",1100,"WET","Epiphyte","Impatiens niamniamensis","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407,0.441139440139251,0,1,1,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"LEEGUI_1100_WET","LEEGUI",1100,"WET","Shrub","Leea guineensis","Bell","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.575,0.3765,6.31578947368421,13.45,0.835819321546053,0.0702550461586606,0.116726646847129,0.813018306994211,0.498227198918998,0,0,0.5,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"MELSCA_1100_WET","MELSCA",1100,"WET","Climber","Melanthera scandens","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866,0.666850127503615,0,0,0.5,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"MUSTEN_1100_WET","MUSTEN",1100,"WET","Climber","Mussaenda tenuiflora","Tube","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.13066666666667,2.91644444444444,4.79964114832536,20.02,1.25549835226608,0.0325858276224516,0.0300769971297471,0.937337175247801,0.13879325947189,0,0,0.5,0,0,1,1,255,255,0,0,0,0,0,0,0,0,1
"PIPCAP_1100_WET","PIPCAP",1100,"WET","Shrub","Piper capense","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.0838,0,NA,NA,0.000165799645250312,NA,NA,NA,0.209096057409165,1,0,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"PLEDEC_1100_WET","PLEDEC",1100,"WET","Herb","Plectranthus decurrens","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Yellow","Absent",0.8742,0.6996,0.783208020050125,17.8692307692308,0.105834123750953,0.207520561528162,0.046920155626089,0.745559282845749,0.402875561340272,0,1,1,0,0,1,0,255,255,0,0,0,0,0,0,0,0,1
"PSYTHO_1100_WET","PSYTHO",1100,"WET","Shrub","Psychotria thonneri","Tube","Actinomorphic","Pendant","Exposed","Weak-No","Drab","White","Absent",0.5028,1.1736,1.18421052631579,4.46666666666667,0.0946043338580827,0.114278271490668,0.0777271805105332,0.807994547998799,0.129247044946009,0,0,0,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"SABPIL_1100_WET","SABPIL",1100,"WET","Climber","Sabicea pilosa","Tube","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","White","Absent",0.6761,2.3245,8.39569627192982,17.3933333333333,1.65333680101909,0.170521606539767,0.149172780981549,0.680305612478684,0.424340575162581,0,0,0.5,0.5,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"SOLSP1_1100_WET","SOLSP1",1100,"WET","Herb","Plectranthus epilithicus","Gullet","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Absent",0.44275,0.501,NA,NA,NA,NA,NA,NA,0.116695708983256,0,1,1,0,0,1,0,160,32,240,0,0,0,0,1,0,0,0
"THOSAN_1100_WET","THOSAN",1100,"WET","Herb","Thonningia sanguinea","Bell","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Red","Absent",4.06218181818182,0,347.692307692308,12.7384615384615,50.0997418057692,0,0,0,0.492746971116073,0,0,0.5,0,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"THUFAS_1100_WET","THUFAS",1100,"WET","Climber","Thunbergia fasciculata","Trumpet","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",5.1468,4.5162,6.08552631578948,13.68,1.08987154694549,0.088584785680559,0.107232205074458,0.804183009244983,0.131093617172847,0,1,1,0,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"ANGGRA_1450_WET","ANGGRA",1450,"WET","Epiphyte","Angraecopsis gracillima","Trumpet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","White","Absent",1.2885,3.318,NA,NA,0.0518875,0.112725148863017,0.173347638183267,0.713927212953716,0.248600095949921,0,1,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"BEGOXT_1450_WET","BEGOXT",1450,"WET","Herb","Begonia oxyanthera","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Drab","White","Present",1.3856,0,NA,NA,0.00094225,NA,NA,NA,0,1,1,1,1,0,0,1,255,255,255,0,0,0,0,0,0,1,0
"BEGOXY_1450_WET","BEGOXY",1450,"WET","Herb","Begonia oxyloba","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Pink","Present",1.1908,0,NA,NA,0.000967204301075269,NA,NA,NA,0.0409324540434841,1,1,1,1,0,1,1,255,192,203,0,0,0,1,0,0,0,0
"BEGPOC_1450_WET","BEGPOC",1450,"WET","Epiphyte","Begonia poculifera","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",2.6235,0,NA,NA,0.00125555555555556,NA,NA,NA,0.111506744969646,1,1,1,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"BULINT_1450_WET","BULINT",1450,"WET","Epiphyte","Bulbophyllum intertextum","Bowl","Zygomorphic","Upright","Exposed","Weak-No","Drab","Green","Absent",0.5726,0,NA,NA,0.00178888888888889,NA,NA,NA,0.275905425521492,1,1,0.5,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"CHALAI_1450_WET","CHALAI",1450,"WET","Shrub","Chassalia laikomensis","Bell","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",0.832285714285714,0.743142857142857,1.25796261487051,9.78333333333333,0.102455888964599,0.329657815538288,0.258794847582347,0.411547336879365,0.152819558450478,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"CHLCOM_1450_WET","CHLCOM",1450,"WET","Herb","Chlorophytum comosum","Stellate","Actinomorphic","All","Exposed","Weak-No","Drab","White","Absent",0.6308,0,NA,NA,0.0146571428571429,0.494618040958154,0.503431237106125,0.00195072193572185,0.105791564600441,1,0,0,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"CLESIL_1450_WET","CLESIL",1450,"WET","Climber","Clerodendrum silvanum","Salverform","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.3895,1.2433,2.42804276315789,10.96,0.226295401234858,0.204357915056633,0.142315574211049,0.653326510732317,0.318615807529655,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"COMCAM_1450_WET","COMCAM",1450,"WET","Herb","Commelina cameroonensis","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",2.1683,0.4298,NA,NA,NA,NA,NA,NA,0.116086577553452,1,1,1,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"CRAMON_1450_WET","CRAMON",1450,"WET","Herb","Crassocephalum montuosum","Tube","Actinomorphic","All","Exposed","Strong ","Vivid","Orange","Absent",0.6139,0.7089,NA,NA,0.00259007092198582,0.275172073442006,0.360266632222594,0.3645612943354,0.291611733685338,0,0,0,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"CYNSP1_1450_WET","CYNSP1",1450,"WET","Epiphyte","Cynorkis sp 1","Bowl","Actinomorphic","Horizontal","Hidden","Weak-No","Drab","White","Absent",0.383333333333333,0,NA,NA,NA,NA,NA,NA,0.0630103360160005,1,0,1,0,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"DISKAW_1450_WET","DISKAW",1450,"WET","Herb","Disperis kamerunensis white","Gullet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","White","Present",1.11583333333333,0.566,0.921052631578947,NA,0.00278181818181818,0.277274425555763,0.476228283205679,0.246497291238558,0.0668334840427959,0,1,0,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"EULHOR_1450_WET","EULHOR",1450,"WET","Herb","Eulophia horsfalli","Gullet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","Purple","Present",3.958,0.681,0.986842105263158,45.3,0.539573945723684,NA,NA,NA,0.282142956636831,0,1,0,1,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"GALSIM_1450_WET","GALSIM",1450,"WET","Herb","Galium simense","Open","Actinomorphic","All","Exposed","Weak-No","Drab","Green","Absent",0.2978,0,NA,NA,0.00177916666666667,NA,NA,NA,0.365991937126835,1,0,0,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"IMPBUR_1450_WET","IMPBUR",1450,"WET","Herb","Impatiens burtonii","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","Pink","Present",2.9129,1.0358,0.81062030075188,29.68,0.326933730035425,0.141213973128117,0.0758360493632099,0.782949977508674,0.120427007267935,0,1,1,0.5,0,1,1,255,192,203,0,0,0,1,0,0,0,0
"IMPETI_1450_WET","IMPETI",1450,"WET","Epiphyte","Impatiens etindensis","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Present",2.027,1.84814285714286,6.18894736842105,16.7,1.1515535225,0,0,0,0.0723151453538022,0,1,1,1,0,1,1,255,0,0,0,0,0,0,0,1,0,0
"IMPMAN_1450_WET","IMPMAN",1450,"WET","Herb","Impatiens mannii","Gullet","Zygomorphic","Horizontal","Partially exposed","Weak-No","Vivid","White","Present",2.27125,1.0241,0.646929824561403,33.05,0.0521780470394737,0.209529361268593,0.150904873576115,0.639565765155292,0.212792618994798,0,1,1,0.5,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"IMPNIA_1450_WET","IMPNIA",1450,"WET","Epiphyte","Impatiens niamniamensis","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Absent",2.0146,2.1059,9.75907029478458,15.9861111111111,1.74866011202379,0.0879124630119193,0.0916280907336737,0.820459446254407,0.374759673424057,0,1,1,1,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"ISOGLA_1450_WET","ISOGLA",1450,"WET","Herb","Isoglossa glandulifera","Tube","Zygomorphic","All","Partially exposed","Weak-No","Vivid","White","Absent",1.808,1.229375,0.776450931249693,6.5,0.0246500257924641,0.0916987540629835,0.136863538508457,0.77143770742856,0.121904297118252,0,1,0,0.5,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"IXOGUI_1450_WET","IXOGUI",1450,"WET","Shrub","Ixora guineensis","Salverform","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",1.4318,1.3668,0.556555863342567,10.0375,0.0478230425801809,0.0969296585719886,0.134781489525975,0.768288851902036,0.251857152549394,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"MELSCA_1450_WET","MELSCA",1450,"WET","Climber","Melanthera scandens","Tube","Actinomorphic","Upright","Exposed","Weak-No","Vivid","Orange","Absent",0.168,0.2417,NA,NA,0.00290481720525581,0.307619246814574,0.252389304213561,0.439991448971866,0.337650387954031,0,0,0.5,1,0,1,0,255,165,0,0,0,1,0,0,0,0,0
"MOMFOE_1450_WET","MOMFOE",1450,"WET","Climber","Momordica foetida","Dish","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.6882,0.4618,NA,NA,0.0607666666666667,0.0528239156730603,0.0753305685156385,0.871845515811301,0.307291994493972,1,0,1,1,0,1,1,255,255,0,0,0,0,0,0,0,0,1
"PIPCAP_1450_WET","PIPCAP",1450,"WET","Shrub","Piper capense","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.0838,0,NA,NA,0.000165799645250312,NA,NA,NA,0.0175047286157434,1,0,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
